code	name
GN11524139	北杜
GN11611221	氷見
GN11611224	滝沢
GN11611474	東温
GN11611475	野洲
GN11611476	八女
GN11611477	大和郡山
GN11611478	大和
GN11611479	山梨
GN11611481	土佐清水
GN11611483	多久
GN11611486	高砂
GN11611487	立川
GN11611608	西都
GN11611609	相模原
GN11611610	小郡
GN11611611	小城
GN11611613	長久手
GN11611614	宗像
GN11611615	三豊
GN11611617	国立
GN11611619	八丈町
GN11611620	大島町
GN11611622	木津川
GN11611624	交野
GN11611625	日向
GN11611626	坂井
GN11611627	東広島
GN11611628	東久留米
GN11611629	羽村
GN11611632	府中
GN11611638	筑後
GN11611642	綾瀬
GN11611643	有田
GN11611646	姶良
GN11611659	あま
GN11611930	小平
GN11611932	南陽
GN11611935	加東
GN11611936	美祢
GN11611937	飛騨
GN11611938	清瀬
GN11611939	城陽
GN11611940	弥富
GN11611941	登米
GN11611942	鎌ケ谷
GN11611943	えびの
GN11611944	伊佐
GN11611946	備前
GN11611950	江田島
GN11612326	たつの
GN11612327	壱岐
GN11612328	土佐
GN11612329	都留
GN11612330	南国
GN11612331	安芸高田
GN11612333	阿波
GN11612336	甲斐
GN11612337	さくら
GN11612338	淡路
GN11612339	蕨
GN11612340	みよし
GN11612341	糸島
GN11612342	由布
GN11612343	あきる野
GN11612345	四国中央
GN11612347	習志野
GN11612454	南房総
GN11612455	大網白里
GN11612456	袖ケ浦
GN11612457	越前
GN11612459	みやま
GN11612460	宮若
GN11612472	白河
GN11612473	瑞穂
GN11612476	士別
GN11612478	加西
GN11612479	南あわじ
GN11612481	宍粟
GN11612482	丹波
GN11612537	東海
GN11612539	東かがわ
GN11612540	南九州
GN11612541	南さつま
GN11612542	曽於
GN11612553	合志
GN11612554	宇城
GN11612555	京田辺
GN11612557	京丹後
GN11612558	南丹
GN11612559	五島
GN11612560	南島原
GN11612561	西海
GN11612562	雲仙
GN11612564	赤磐
GN11612565	真庭
GN11612566	瀬戸内
GN11612571	湖南
GN11612574	美馬
GN11612576	吉野川
GN11612578	稲城
GN11612579	小金井
GN11612580	狛江
GN11612582	山陽小野田
GN11612583	周南
GN11612585	中央区
GN11612588	笛吹
GN11612589	甲州
GN11612633	雲南
GN11612682	国東
GN11612692	いちき串木野
GN11612694	浅口
GN11612700	福津
GN11612701	朝倉
GN11612707	仙北
GN11749713	千代田区
GN11776771	ニセコ
GN11776849	矢部
GN11776897	東海
GN11776907	野木
GN11776913	横瀬
GN11776961	山吹
GN11776964	上片桐
GN11777002	田野口
GN11777018	春田
GN11777028	栄
GN11777075	阿久比
GN11777085	上野間
GN11777232	小路
GN11777242	海老江
GN11777258	水無瀬
GN11777259	下山
GN11777262	王寺
GN11777267	和佐
GN11777281	中飯降
GN11777305	甘地
GN11777400	塩入
GN11777417	内子
GN11777452	引治
GN11790342	世田谷
GN11790353	新宿
GN11790365	根津
GN11790367	秋葉原
GN11790369	台東
GN11790374	目黒
GN11790488	みなみ野
GN11790632	文京
GN11807473	林間
GN11807499	永田
GN11807988	小路東
GN11808021	渋谷
GN11809254	宮代
GN11809256	西所沢
GN11809770	志免
GN11836117	杉並
GN11837478	天王台
GN11837657	市川
GN11837950	阿賀野
GN13118912	嵐山
GN13132767	鷹栖町
GN13132768	東川町
GN13132769	東神楽町
GN13132797	稲美町
GN13132798	丹波篠山市
GN13132799	丹波市
GN13132800	八千代町
GN13156691	宝達志水町
GN13156692	矢巾町
GN13156697	京丹波町
GN13156698	朝日町
GN13156699	東員町
GN13156705	南箕輪村
GN13156706	奈義町
GN13156707	里庄町
GN13156709	鳩山町
GN13156710	甲良町
GN13156711	豊郷町
GN13156712	竜王町
GN13156713	市貝町
GN13156715	松茂町
GN13156738	昭和町
GN13156739	南アルプス市
GN13192008	秋津
GN13353695	中央区
GN13353696	港区
GN1847947	新宮
GN1847963	厚木
GN1847966	明石
GN1847968	逗子
GN1847983	善通寺
GN1848004	座間
GN1848015	湯沢
GN1848016	遊佐
GN1848049	由良宿
GN1848055	下呂
GN1848057	湯尾
GN1848087	行橋
GN1848096	結城
GN1848113	湯河原町
GN1848131	湯浅
GN1848143	四辻
GN1848169	吉野町
GN1848188	吉川
GN1848210	吉田春日町
GN1848243	寄居
GN1848254	中央区
GN1848277	米子
GN1848281	与那原
GN1848305	横田
GN1848313	横須賀
GN1848354	横浜
GN1848358	横川
GN1848373	四日
GN1848375	四日市
GN1848382	八日市市
GN1848439	八幡
GN1848445	本町
GN1848447	八尾町東葛坂
GN1848482	安来町
GN1848499	八潮
GN1848518	八百津
GN1848522	八尾
GN1848550	柳井
GN1848573	柳川
GN1848593	大和高田
GN1848618	山下
GN1848633	山崎町中広瀬
GN1848667	山北
GN1848689	山口
GN1848705	山鹿
GN1848717	土佐山田町中野
GN1848764	矢掛
GN1848774	焼津
GN1848776	矢板
GN1848778	弥彦
GN1848852	養父
GN1848859	八橋
GN1848932	和木
GN1848933	脇町
GN1848935	和気
GN1848976	輪島
GN1848988	和泊
GN1849053	宇都宮
GN1849069	宇土
GN1849073	宇多津町
GN1849094	臼杵
GN1849154	牛深町
GN1849155	宇出津
GN1849183	嬉野町下宿
GN1849186	浦安市
GN1849237	魚津
GN1849299	宇美
GN1849372	宇治
GN1849407	上野原
GN1849414	上野恵美須町
GN1849424	植木町舞尾
GN1849429	上田
GN1849442	鵜殿
GN1849498	宇部
GN1849519	津山
GN1849539	津島
GN1849561	鶴崎
GN1849563	鶴岡
GN1849584	鶴来朝日町
GN1849592	敦賀
GN1849594	鶴田
GN1849621	都農町
GN1849661	津久見
GN1849675	月夜野
GN1849693	築地
GN1849706	塚脇
GN1849729	築城
GN1849733	津波
GN1849740	津川
GN1849782	津幡
GN1849788	燕
GN1849796	津市
GN1849814	豊田
GN1849815	豊洲
GN1849831	豊岡
GN1849837	豊中
GN1849845	豊川
GN1849846	豊橋市
GN1849850	豊浜
GN1849857	豊田
GN1849876	富山
GN1849892	鳥取
GN1849904	鳥栖
GN1849944	上土佐
GN1850004	土庄
GN1850034	富田林
GN1850052	鞆浦
GN1850091	富岡
GN1850093	富岡
GN1850108	豊見城
GN1850147	東京都
GN1850158	徳島
GN1850181	所沢
GN1850185	常滑
GN1850207	土岐
GN1850217	十日町
GN1850244	土肥
GN1850269	時津町
GN1850307	栃尾本町
GN1850311	栃木
GN1850345	鳥羽
GN1850396	天理
GN1850405	天王
GN1850452	天萬
GN1850498	辰野
GN1850499	龍野町富永
GN1850508	龍郷町
GN1850523	館山
GN1850559	館林
GN1850589	垂水
GN1850600	垂井町
GN1850617	多良木
GN1850621	多良
GN1850627	田主丸町豊城
GN1850630	田沼町
GN1850692	西東京市
GN1850693	田無町
GN1850707	田辺
GN1850708	田辺
GN1850732	田丸
GN1850742	玉野
GN1850745	玉名
GN1850746	玉村町
GN1850761	玉川
GN1850791	滝宮
GN1850818	武豊町
GN1850834	武雄市
GN1850860	竹原
GN1850872	武生市
GN1850892	高山
GN1850910	高槻
GN1851002	高崎
GN1851004	高坂
GN1851012	宝塚
GN1851032	高岡
GN1851045	鷹巣
GN1851047	高野町
GN1851064	高輪
GN1851068	高鍋町
GN1851079	高森
GN1851100	高松
GN1851125	高石
GN1851137	高梁
GN1851154	高浜町
GN1851155	高浜
GN1851169	高田
GN1851170	豊後高田市
GN1851176	高坊
GN1851193	多治見
GN1851259	田原
GN1851273	田川
GN1851279	多賀
GN1851282	多度津町
GN1851286	忠岡東
GN1851319	大刀洗町
GN1851329	田端
GN1851348	鈴鹿
GN1851357	須坂
GN1851368	諏訪
GN1851390	須崎
GN1851426	洲本
GN1851440	住吉
GN1851454	墨田
GN1851462	宿毛
GN1851483	吹田
GN1851494	水原
GN1851504	杉戸
GN1851532	菅浜
GN1851542	末吉町二之方
GN1851578	彼杵宿郷
GN1851604	草加
GN1851606	総社
GN1851617	添田
GN1851632	修善寺
GN1851648	宿郷
GN1851711	菖蒲
GN1851713	庄原
GN1851717	静岡市
GN1851813	白根
GN1851883	白岡
GN1851935	白浜町宇佐崎南
GN1851936	白浜町
GN1851952	塩沢
GN1852003	塩尻
GN1852046	新城
GN1852102	新市
GN1852109	新宮
GN1852139	品川区
GN1852163	下妻
GN1852198	下関
GN1852225	下関市
GN1852237	下仁田
GN1852314	下市
GN1852336	下加茂
GN1852347	下館市
GN1852357	下田
GN1852362	下渕
GN1852383	湊
GN1852385	西新湊
GN1852421	清水
GN1852472	島田
GN1852479	島原
GN1852481	志摩
GN1852502	志木
GN1852534	椎田
GN1852561	志度
GN1852576	七條
GN1852588	志布志
GN1852595	渋川
GN1852607	新発田
GN1852615	海岸
GN1852643	攝津
GN1852663	瀬戸
GN1852673	瀬高町高柳
GN1852676	梅丘
GN1852736	川内市
GN1852775	関
GN1852776	関町
GN1852788	関ケ原
GN1852795	関町古厩
GN1852831	佐用
GN1852841	佐原
GN1852849	幸手
GN1852864	里
GN1852890	佐敷
GN1852899	佐世保
GN1852901	篠山
GN1852915	篠栗
GN1852929	佐留志
GN1852932	猿橋
GN1852964	佐野
GN1852984	三条
GN1853008	三田町
GN1853066	桜井
GN1853081	佐久
GN1853127	佐川町
GN1853140	酒田
GN1853163	坂城
GN1853174	境港
GN1853190	坂出
GN1853192	境中島
GN1853193	境町
GN1853194	境
GN1853195	堺
GN1853209	坂戸
GN1853213	坂町
GN1853229	西窪
GN1853230	斎宮
GN1853237	佐伯
GN1853280	相良
GN1853303	佐賀
GN1853318	貞光
GN1853338	鯖江
GN1853354	Ryūō
GN1853356	竜舞町
GN1853371	両津湊
GN1853433	大津
GN1853483	小山
GN1853485	小山
GN1853486	大山
GN1853514	尾鷲
GN1853516	大割野
GN1853564	大月
GN1853574	大津市
GN1853662	大竹
GN1853677	太田
GN1853743	大島
GN1853909	大阪市
GN1853992	尾道
GN1854022	大野
GN1854026	小野
GN1854028	大野原
GN1854037	恩納
GN1854083	大牟田
GN1854093	大村
GN1854109	大森
GN1854162	青梅
GN1854177	大間々町大間々
GN1854186	大町
GN1854189	大町
GN1854246	大口篠原
GN1854255	大久保中
GN1854371	桶川
GN1854376	岡崎
GN1854383	岡山
GN1854384	岡谷
GN1854405	大川
GN1854444	小千谷
GN1854460	王子
GN1854487	大分市
GN1854492	大磯
GN1854530	大井
GN1854611	小国町
GN1854626	越生
GN1854629	小郡下郷
GN1854648	荻窪
GN1854665	小川町
GN1854667	緒川
GN1854691	小鹿野
GN1854703	大垣
GN1854747	小田原
GN1854774	大田市
GN1854794	越知町
GN1854798	小布施
GN1854803	大府
GN1854826	小幡
GN1854849	小浜
GN1854868	入膳
GN1854902	沼津
GN1854905	沼田
GN1854923	東野添
GN1854926	野沢
GN1854979	野々
GN1855066	直方
GN1855078	野田
GN1855087	大矢野町登立
GN1855095	延岡
GN1855131	西屋
GN1855134	西脇
GN1855153	西田原
GN1855189	西尾
GN1855203	西之表
GN1855207	西宮
GN1855215	西日暮里
GN1855224	仁科
GN1855341	西原
GN1855349	西新井
GN1855363	韮崎
GN1855380	二宮
GN1855395	日光
GN1855410	新津市
GN1855416	新見
GN1855425	新居浜
GN1855431	新潟
GN1855476	日南
GN1855540	名瀬市
GN1855580	鳴門
GN1855612	奈良
GN1855670	七尾
GN1855694	滑川
GN1855697	南部
GN1855713	今帰仁村
GN1855753	中津川
GN1855757	中津市
GN1855849	中之上
GN1855852	中之条町
GN1855863	中野
GN1855891	中村市
GN1855907	中間
GN1856035	那覇
GN1856057	名古屋市
GN1856068	名護
GN1856120	長洲
GN1856177	長崎
GN1856184	流山
GN1856199	長岡
GN1856212	長野原
GN1856215	長野
GN1856243	長浜
GN1856293	名張
GN1856367	武蔵野
GN1856392	室戸市
GN1856411	牟礼
GN1856426	村松
GN1856434	村上
GN1856456	向日
GN1856472	向粟崎
GN1856476	六日町
GN1856545	諸輪
GN1856569	守山
GN1856584	守口
GN1856586	森
GN1856667	瑞浪
GN1856698	三次
GN1856703	宮津
GN1856717	宮崎
GN1856755	宮原
GN1856775	都城
GN1856826	宮田村
GN1856828	宮田
GN1856878	見附
GN1856938	御嵩
GN1856946	三田井
GN1856977	三島
GN1857046	箕面市
GN1857062	美濃
GN1857106	湊
GN1857114	三成
GN1857117	皆野
GN1857144	南林間
GN1857201	南青山
GN1857208	水俣
GN1857209	水口町的場
GN1857219	みなべ町
GN1857238	御来屋
GN1857276	三木
GN1857334	三原
GN1857343	御船
GN1857379	壬生町
GN1857403	妻沼
GN1857450	松崎
GN1857451	松崎
GN1857519	松本
GN1857550	松江
GN1857553	松戸
GN1857558	松田惣領
GN1857560	松原
GN1857567	松原
GN1857568	松原
GN1857594	益田
GN1857651	丸岡町
GN1857659	上丸子
GN1857665	丸亀
GN1857692	真鶴
GN1857712	枕崎
GN1857751	真木
GN1857766	舞鶴
GN1857769	米原
GN1857775	馬込
GN1857843	前橋市
GN1857844	前原中央
GN1857871	町田
GN1857910	京都市
GN1858033	串本町
GN1858041	串木野市
GN1858066	草津
GN1858067	草津
GN1858088	久留米
GN1858187	黒野
GN1858283	栗橋町
GN1858286	久里浜
GN1858296	呉
GN1858301	倉吉
GN1858311	倉敷
GN1858321	蔵前
GN1858421	熊本
GN1858428	熊谷
GN1858431	熊川
GN1858445	久喜
GN1858498	下松
GN1858571	国府津
GN1858591	小坂井町
GN1858667	琴平
GN1858681	神足
GN1858729	越谷
GN1858740	小瀬田
GN1858794	鴻巣
GN1858809	木葉
GN1858836	江南
GN1858858	小諸
GN1858866	菰野
GN1858902	小松島
GN1858910	小松
GN1858926	小牧
GN1858928	駒込
GN1858944	駒場
GN1858964	国分寺
GN1858972	国分
GN1859079	久能寺
GN1859093	古河
GN1859094	古賀
GN1859100	甲府
GN1859113	児玉町児玉南
GN1859143	河内
GN1859146	高知
GN1859171	神戸市
GN1859175	小林
GN1859178	小畠
GN1859210	清須
GN1859234	杵築
GN1859307	北九州
GN1859319	喜多方
GN1859355	北方
GN1859383	岸和田
GN1859384	岸本
GN1859388	喜舎場
GN1859393	木更津
GN1859400	騎西
GN1859405	桐生
GN1859432	錦糸
GN1859462	金武
GN1859479	菊名
GN1859492	菊池
GN1859521	吉祥寺
GN1859586	加須
GN1859642	川崎
GN1859647	川崎
GN1859661	香春
GN1859675	川西
GN1859688	川南
GN1859730	川口
GN1859732	川口
GN1859740	川越
GN1859765	勝山
GN1859811	勝間田
GN1859884	春日部市
GN1859891	春日井
GN1859908	柏崎
GN1859923	柏原
GN1859924	柏
GN1859941	鹿島
GN1859951	橿原市
GN1859952	柏原
GN1859964	加世田白亀
GN1859990	笠岡
GN1859998	笠松町
GN1860026	軽井沢
GN1860034	刈谷
GN1860063	唐津
GN1860095	神埼町神埼
GN1860098	鹿沼
GN1860112	鹿屋
GN1860122	観音寺町
GN1860176	神辺町八尋
GN1860191	蟹江町
GN1860211	金古町
GN1860214	兼城
GN1860234	苅田
GN1860243	金沢
GN1860256	金谷
GN1860271	金町
GN1860321	鴨島町上下島
GN1860335	鴨方町鴨方
GN1860341	加茂
GN1860437	上連雀
GN1860458	上三川
GN1860523	上小泉
GN1860563	上市町
GN1860588	上郡
GN1860626	亀山
GN1860635	亀岡
GN1860648	亀田本町
GN1860653	蒲原
GN1860659	蒲田
GN1860672	鎌倉
GN1860704	加古川市
GN1860728	掛川
GN1860735	各務原
GN1860748	鹿嶋
GN1860750	加治木町
GN1860751	鰍沢
GN1860765	貝塚
GN1860785	海南
GN1860827	鹿児島
GN1860871	門真
GN1860875	門川町
GN1860878	嘉手納
GN1861084	出雲
GN1861095	泉大津
GN1861107	和泉
GN1861108	出水
GN1861164	岩槻
GN1861171	磐田
GN1861174	岩下
GN1861207	岩倉
GN1861212	岩国
GN1861226	岩井
GN1861244	岩出
GN1861261	五日市町
GN1861280	糸満
GN1861285	糸魚川
GN1861290	伊東
GN1861310	伊丹
GN1861321	板橋
GN1861341	磯子
GN1861393	石川
GN1861400	石井
GN1861406	石下町
GN1861416	石垣
GN1861436	伊勢崎市
GN1861449	伊勢原
GN1861450	伊勢
GN1861454	石和町
GN1861464	諫早
GN1861485	入野
GN1861528	犬山
GN1861584	いの町
GN1861586	因島市
GN1861602	稲沢
GN1861605	稲取
GN1861630	印南
GN1861641	伊那
GN1861677	伊万里町甲
GN1861699	今市市
GN1861749	生駒
GN1861772	池野
GN1861793	池田
GN1861795	池田市
GN1861799	池田町
GN1861816	鵤
GN1861835	飯塚
GN1861838	飯山
GN1861840	飯富
GN1861852	飯島
GN1861864	飯田
GN1861883	伊草
GN1861949	一宮
GN1861966	市川大門
GN1862010	指宿
GN1862033	茨木市
GN1862034	井原
GN1862136	法隆寺
GN1862198	本庄
GN1862230	本渡町本渡
GN1862302	防府
GN1862330	日和佐浦
GN1862352	人吉
GN1862358	一青
GN1862373	日田
GN1862389	久居元町
GN1862415	広島
GN1862462	平塚
GN1862471	平田町
GN1862505	平良
GN1862513	平生町
GN1862540	枚方市
GN1862555	平戸
GN1862599	日野
GN1862601	日野町
GN1862612	比美町
GN1862627	姫路
GN1862636	彦根
GN1862689	日出
GN1862752	東大阪
GN1862755	大久保
GN1862761	東日本橋
GN1862849	東安堵
GN1862912	碧南
GN1862968	林野
GN1862971	早島
GN1862992	葉山
GN1863018	廿日
GN1863023	鳩ヶ谷本町
GN1863082	橋本
GN1863146	原町田
GN1863153	原井
GN1863160	原町
GN1863164	原
GN1863173	羽生
GN1863183	飯能
GN1863198	羽田
GN1863209	半田
GN1863272	浜坂
GN1863276	浜ノ瀬
GN1863289	浜松
GN1863293	浜北市
GN1863310	浜田
GN1863341	羽咋
GN1863356	箱根ケ崎
GN1863357	箱根
GN1863398	榛原あかね台
GN1863418	萩
GN1863426	勝連南風原
GN1863431	秦野
GN1863440	八王子
GN1863451	近江八幡市
GN1863482	行田
GN1863495	具志川
GN1863521	江津
GN1863528	御殿場
GN1863531	五反田
GN1863540	五泉
GN1863541	御所
GN1863592	五條
GN1863598	五百石
GN1863611	神戸町
GN1863614	御坊
GN1863620	祇園
GN1863625	宜野座
GN1863627	宜野湾
GN1863641	岐阜
GN1863693	蒲郡
GN1863713	富津
GN1863824	飛騨
GN1863825	古川免
GN1863905	本町
GN1863917	福山
GN1863945	袋井
GN1863953	福良
GN1863967	福岡市
GN1863973	福光
GN1863978	西福間
GN1863985	福井市
GN1863997	福江町
GN1864009	福知山
GN1864025	吹上町
GN1864028	深日
GN1864031	深谷町
GN1864055	東陽
GN1864065	木場
GN1864068	越中島
GN1864092	藤沢
GN1864098	藤岡町
GN1864099	藤岡
GN1864105	富士宮
GN1864132	藤枝
GN1864134	富士
GN1864155	府中
GN1864180	塩山市
GN1864231	江古田
GN1864263	愛知川
GN1864381	田園調布
GN1864416	大東
GN1864518	調布ヶ丘
GN1864523	智頭町
GN1864549	知立
GN1864557	茅野
GN1864565	知名
GN1864572	筑紫野市
GN1864624	茅ヶ崎
GN1864637	秩父
GN1864652	北谷
GN1864655	茶花
GN1864750	別府
GN1864808	坂下
GN1864873	綾部
GN1864894	あわら
GN1864945	熱海
GN1864967	飛鳥
GN1864968	朝来
GN1864985	芦屋
GN1864986	芦屋
GN1864992	芦田
GN1865005	足利
GN1865047	浅草
GN1865090	阿佐ヶ谷
GN1865103	有田町
GN1865207	新井
GN1865209	Arai-chō
GN1865232	青戸
GN1865290	安中
GN1865294	安城市
GN1865309	阿南
GN1865312	穴水町
GN1865375	甘木
GN1865376	天城
GN1865387	尼崎
GN1865401	阿久根
GN1865412	仮屋
GN1865449	安芸
GN1865522	赤坂
GN1865526	赤連
GN1865559	赤岩
GN1865570	赤池
GN1865601	赤羽
GN1865624	阿島
GN1865661	相生
GN1865689	相原
GN1865714	上尾
GN1894616	沖縄
GN1895627	川東
GN1895636	大崎町
GN1895695	串間
GN1896348	光
GN1898046	聖籠町
GN1899102	長門
GN1907123	蓮田
GN1907125	上福岡
GN1907146	狭山
GN1907148	福生
GN1907270	上大井
GN1907299	朝霞
GN1907300	和光
GN1907301	下戸田
GN1907307	君津
GN1907309	三浦
GN1926004	和歌山
GN1926006	伊予
GN1926020	宇和島
GN1926054	西条
GN1926055	大洲
GN1926099	松山
GN1926101	松前町
GN1926105	久万
GN1926116	川之江町
GN1926134	今治
GN1926142	北条市
GN1926150	原町
GN2038800	深浦
GN2110460	湯沢
GN2110480	四街道
GN2110481	吉岡
GN2110498	米沢
GN2110506	横手
GN2110509	横芝
GN2110518	八日市場市
GN2110538	梁川町幸町
GN2110541	矢本
GN2110556	山形
GN2110560	山田
GN2110579	八街
GN2110581	谷地
GN2110583	矢吹
GN2110596	涌谷
GN2110611	和田町
GN2110629	牛久
GN2110660	祖母井
GN2110681	つくば市
GN2110729	取手
GN2110735	遠野
GN2110744	富谷市
GN2110774	東金
GN2110793	天童
GN2110837	棚倉
GN2110846	玉井
GN2110850	多古
GN2110891	高畠
GN2110893	高萩
GN2110927	多賀城
GN2110959	須賀川
GN2110991	菖蒲田浜
GN2110994	雫石
GN2110999	志津川
GN2111008	酒々井
GN2111016	白石
GN2111018	白井
GN2111049	塩竈
GN2111065	新庄
GN2111105	新町
GN2111115	四竃
GN2111140	世田米
GN2111149	仙台
GN2111173	佐原市
GN2111220	佐倉
GN2111234	坂元
GN2111248	寒河江
GN2111258	龍ケ崎
GN2111272	六郷
GN2111277	利府
GN2111301	大内
GN2111325	大田原
GN2111332	大多喜
GN2111335	太田
GN2111374	小野新町
GN2111401	女川町
GN2111429	小見川町
GN2111435	大曲
GN2111441	奥谷
GN2111471	大石田
GN2111495	大原
GN2111514	小川
GN2111530	大船渡
GN2111559	尾花沢
GN2111567	大洗町
GN2111574	沼宮内
GN2111623	西馬音内
GN2111656	二本松
GN2111669	名取
GN2111677	成東町
GN2111684	成田
GN2111749	那珂市
GN2111759	長竿
GN2111766	長崎
GN2111773	永野
GN2111781	長井
GN2111809	村田
GN2111824	本宮
GN2111827	茂木
GN2111831	守谷
GN2111834	盛岡
GN2111836	真岡
GN2111855	茂原
GN2111859	水沢市
GN2111884	宮古
GN2111886	宮宿
GN2111901	水戸
GN2111964	松島
GN2111999	益子
GN2112008	丸森
GN2112016	幕張
GN2112019	真壁町
GN2112077	黒磯市
GN2112085	栗谷沢
GN2112108	熊倉
GN2112124	神崎町
GN2112141	郡山
GN2112144	桑折町
GN2112156	小松
GN2112181	藤ケ崎
GN2112182	小牛田町
GN2112227	北上
GN2112232	北茨城
GN2112253	木原
GN2112263	気仙沼
GN2112270	検見川町
GN2112284	川崎町
GN2112297	鴨川
GN2112309	勝浦
GN2112319	香取市
GN2112326	片貝
GN2112343	笠間
GN2112345	笠石
GN2112367	金山
GN2112370	金ケ崎町
GN2112409	上山
GN2112444	釜石
GN2112454	角館町
GN2112455	角田
GN2112521	岩瀬町
GN2112527	岩沼
GN2112539	いわき
GN2112543	岩泉町
GN2112555	潮来
GN2112570	石塚
GN2112571	石岡市
GN2112576	石巻
GN2112583	石川町
GN2112642	飯坂町
GN2112656	一関
GN2112658	一宮
GN2112664	原
GN2112688	鉾田
GN2112692	保原町
GN2112694	日詰
GN2112708	日立
GN2112758	東根
GN2112768	東舘
GN2112818	塙
GN2112823	花巻
GN2112860	五城目町
GN2112899	古川市
GN2112903	船引町
GN2112913	舟石川
GN2112917	舟形
GN2112923	福島
GN2112932	布川
GN2112939	藤田
GN2112940	藤代町
GN2112959	東江見
GN2112963	江戸崎町
GN2112980	伊達
GN2112989	大子
GN2112996	銚子
GN2113001	長南
GN2113015	千葉市
GN2113053	左沢
GN2113068	浅川
GN2113077	旭
GN2113084	荒砥甲
GN2113115	阿見
GN2113126	秋田
GN2113149	安食
GN2113164	我孫子
GN2114107	大衡
GN2114134	山辺町
GN2127383	元町
GN2127398	由仁町
GN2127419	夕張
GN2127478	八雲町
GN2127515	稚内
GN2127545	歌志内
GN2127588	本町
GN2127635	本町
GN2127733	苫小牧
GN2127802	当別町
GN2127822	弟子屈
GN2127858	田代
GN2127878	むつ
GN2127896	滝川
GN2127910	鷹巣
GN2127931	大樹
GN2127955	砂川
GN2128025	静内古川町
GN2128072	白老町
GN2128074	白糠町
GN2128095	新得町
GN2128159	清水町
GN2128186	士幌
GN2128194	七戸
GN2128205	士別市
GN2128206	標津
GN2128207	標茶
GN2128215	斜里
GN2128275	猿ケ森
GN2128279	猿別
GN2128295	札幌市
GN2128303	七戸町
GN2128382	留萌
GN2128430	羅臼
GN2128536	大鰐
GN2128558	音更
GN2128574	小樽
GN2128605	長万部
GN2128645	大野村
GN2128693	大間
GN2128787	大館
GN2128802	尾駮
GN2128815	帯広
GN2128867	能代町
GN2128894	登別
GN2128896	野辺地
GN2128975	根室
GN2128983	名寄
GN2129003	本町
GN2129005	浪岡
GN2129034	中標津
GN2129038	中里
GN2129080	長沼町
GN2129101	室蘭
GN2129138	森岳
GN2129163	紋別
GN2129165	門別本町
GN2129211	三沢
GN2129218	港町
GN2129245	三笠
GN2129262	芽室南
GN2129282	福山
GN2129324	幕別町
GN2129354	葛巻町
GN2129376	釧路
GN2129395	黒石
GN2129397	栗山町
GN2129427	久慈
GN2129430	小沢
GN2129447	小清水
GN2129464	平内町
GN2129513	下木造
GN2129537	北見
GN2129646	軽米
GN2129665	蟹田
GN2129701	上湧別屯田市街地
GN2129741	上ノ国
GN2129761	上川町
